Row,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
bus12,1.59724918402659e-07,1.62164910388896e-07,6.15321706920469e-08,6.54311402836782e-08,6.15321706920469e-08,1.59724918402659e-07,3.08541431293108e-07,1.08760842043587e-06,2.12258229037587e-06,2.25408118903481e-06,2.12258229037587e-06,1.86916239575119e-06,1.13205320739773e-06,1.06660521725921e-06,1.07752855194043e-06,2.12258229037587e-06,0.403033627603433,0.799999530671119,0.79999961072861,0.79999953436437,0.799999549976984,4.48348344406213e-06,5.52810756060396e-07,2.48103526390153e-07
bus13,2.30847865712036e-07,2.25346398208259e-07,8.34531967974783e-08,7.02228044602293e-08,8.34531967974783e-08,2.30847865712036e-07,5.78458262179282e-07,5.01907378835931e-06,0.317752743490458,0.718101748838517,0.317752743490458,2.08906733742964e-05,3.76004315416623e-06,4.19063152601318e-06,3.58480286588581e-06,0.317752743490458,0.799999362426394,0.799999763465622,0.799999794609189,0.799999748663178,0.799999755569571,0.799998652127472,1.4138051067647e-06,3.93927724440246e-07
bus14,0.54728347819081,0.118737345497883,6.69454113033652e-07,7.94742786469627e-07,6.69454113255696e-07,0.547283478192301,0.799998254235597,0.79999985233291,0.799999900891494,0.79999989837769,0.799999900891494,0.799999886696944,0.799999849649777,0.799999850231783,0.799999847943015,0.799999900891494,0.79999989043802,0.799999939013557,0.799999947100145,0.799999932982753,0.799999934380579,0.799999851126992,0.79999976415301,0.799987795757835
bus15,2.01028793611613e-07,1.97933966106234e-07,7.57381983795824e-08,6.91588593060288e-08,7.57381983795824e-08,2.01028793611613e-07,4.71569879145761e-07,2.54518410103266e-06,8.27346351961467e-06,9.04709345905808e-06,8.27346351961467e-06,5.59304046809928e-06,2.44246022806927e-06,2.52078104456821e-06,2.42772960579174e-06,8.27346351961467e-06,0.799999121690769,0.799999738303649,0.799999773921738,0.799999741516096,0.799999726703698,0.392314473453765,8.10104505699627e-07,3.44659012885273e-07
bus16,2.94756017593656e-07,2.87643590279885e-07,1.17003062127807e-07,8.09575682048091e-08,1.17003062127807e-07,2.94756017593656e-07,8.48691935839696e-07,5.00440605042396e-05,0.799998950448247,0.799999003976393,0.799998950448247,0.799999016325464,0.540184796129273,0.215700639816133,0.379835004800567,0.799998950448247,0.799999558398903,0.799999829718206,0.799999855671848,0.799999832611889,0.799999816976973,0.799999243240783,2.52708585057881e-06,4.96219974444045e-07
bus17,4.14775725321448e-07,4.18053867523582e-07,1.9116031912958e-07,1.01786464368203e-07,1.9116031912958e-07,4.14775725321448e-07,1.81594253323425e-06,0.799998535351482,0.799999514193607,0.799999528919415,0.799999514193607,0.799999435755446,0.799999009447421,0.799998817382358,0.799998925488893,0.799999514193607,0.799999702177159,0.799999872101246,0.799999890289845,0.799999872799609,0.799999860471544,0.799999547406657,0.588855245462536,7.43755519172495e-07
bus18,2.41607201789673e-05,1.66518997493093e-05,4.90557653387569e-07,4.48696228838585e-07,4.90557653387569e-07,2.41607201609817e-05,0.799997266453925,0.799999820148411,0.799999887965355,0.799999885364104,0.799999887965355,0.799999870243951,0.799999821994529,0.799999823051682,0.799999819559183,0.799999887965355,0.799999919569243,0.799999956951651,0.799999969107797,0.799999962081497,0.799999950270754,0.799999890819916,0.799999710455189,0.540134281116481
bus19,9.71655025328033e-08,9.80280625562102e-08,9.55348333775419e-08,9.73423204264634e-08,9.55348333775419e-08,9.71655025328033e-08,1.8770001708468e-07,1.87143289753777e-07,1.84368298405957e-07,1.84902670286036e-07,1.84368298405957e-07,1.85727670132252e-07,1.85796797502746e-07,1.86362560716802e-07,1.86033817461961e-07,1.84368298405957e-07,1.85654206674712e-07,1.82988059593825e-07,1.85063518065576e-07,1.79451744797277e-07,1.82748577381986e-07,1.86579996785952e-07,1.87829220177349e-07,1.8922313382852e-07
bus20,5.15784230881167e-08,5.33521671286508e-08,5.2932138894235e-08,5.44977381000677e-08,5.2932138894235e-08,5.15784230881167e-08,1.49148155159651e-07,1.44113767142073e-07,1.384979408936e-07,1.37978578118592e-07,1.384979408936e-07,1.40330836506664e-07,1.41290721344944e-07,1.42622546217552e-07,1.41923818919309e-07,1.384979408936e-07,1.35350000318724e-07,1.29278617810868e-07,1.28140487110073e-07,1.24576966298307e-07,1.2828642881324e-07,1.37800649557818e-07,1.46502528552972e-07,1.52249593599052e-07
bus21,4.14251948299693e-08,4.34607718702296e-08,4.35559184275291e-08,4.51000934376111e-08,4.35559184275291e-08,4.14251948299693e-08,1.42743569409021e-07,1.3681134891641e-07,1.3061022441363e-07,1.29885304955835e-07,1.3061022441363e-07,1.32549224041156e-07,1.33684977310367e-07,1.35172679716078e-07,1.34398044249195e-07,1.3061022441363e-07,1.2670848859031e-07,1.224730665772e-07,1.23520967454382e-07,1.20355854171805e-07,1.22474600017242e-07,1.29474613475011e-07,1.39544628519062e-07,1.46153033009355e-07
bus22,3.17293993301604e-08,3.33678604746979e-08,3.36089749364277e-08,3.51938602705104e-08,3.36089749364277e-08,3.17293993301604e-08,1.35379577326233e-07,1.28554298095551e-07,1.22668590174513e-07,1.22652563216974e-07,1.22668590174513e-07,1.23875906199444e-07,1.25164952624601e-07,1.2678716454495e-07,1.25947121398795e-07,1.22668590174513e-07,1.21843837241897e-07,1.18838333174054e-07,1.19703137402283e-07,1.16660299198657e-07,1.18831231965544e-07,1.2300154228484e-07,1.31613087317461e-07,1.39100510221368e-07
bus23,8.4479577333596e-08,8.4895935392737e-08,6.53416289964071e-08,7.21865618391604e-08,6.53416289964071e-08,8.4479577333596e-08,1.87492519065913e-07,1.98282595231802e-07,1.94532955744009e-07,2.03043153401694e-07,1.94532955744009e-07,2.00601118605093e-07,1.96775971073038e-07,1.96746778424739e-07,1.96423881160257e-07,1.94532955744009e-07,2.11967277730096e-07,2.19557572789242e-07,2.70851475026035e-07,2.23281815925347e-07,2.28941725355369e-07,2.08361398801316e-07,1.94811170750597e-07,1.87537980034236e-07
bus24,2.54605308391831e-07,2.63546623635591e-07,1.88143972845722e-07,1.89833325503486e-07,1.88143972845722e-07,2.54605308391831e-07,2.75401215388271e-07,3.85505784183948e-07,3.77896703263048e-07,5.25407440665759e-07,3.77896703263048e-07,4.46503285012056e-07,3.82523083874986e-07,3.73948348286746e-07,3.7344260994665e-07,3.77896703263048e-07,9.80634883962495e-07,4.194923641343e-06,0.799997190495565,0.7999940167549,5.75523465324856e-05,6.9278279690721e-07,3.41135118819835e-07,2.73910133019584e-07
bus25,2.52712455628412e-07,2.61286529079641e-07,1.85949105224736e-07,1.88438172621375e-07,1.85949105224736e-07,2.52712455628412e-07,2.7562722038077e-07,3.95416656306935e-07,3.88637499515454e-07,5.4565616491864e-07,3.88637499515454e-07,4.5975389095787e-07,3.92236961577197e-07,3.84046625390155e-07,3.84122464280878e-07,3.88637499515454e-07,1.07179401798163e-06,4.6720507138609e-06,0.799997385937553,0.799994437395635,0.405810287501434,7.36923570388015e-07,3.46474616108594e-07,2.71533589168982e-07
bus26,9.85494315042246e-08,9.80161973807014e-08,4.87994353814969e-08,6.52047467131212e-08,4.87994353814969e-08,9.85494315042246e-08,1.12141266939147e-07,1.29780229007892e-07,1.2834554330432e-07,1.55324946682356e-07,1.2834554330432e-07,1.41748833559774e-07,1.30367889594751e-07,1.28247132913373e-07,1.28530756260403e-07,1.2834554330432e-07,3.14079403596068e-07,3.81595939513701e-07,1.38142690819798e-06,1.34354551173388e-06,5.12368020899601e-07,2.86504288071754e-07,1.24339072149482e-07,1.08850130242644e-07
bus27,9.8826779204586e-08,9.84262138459258e-08,4.92162774978766e-08,6.5722458808537e-08,4.92162774978766e-08,9.8826779204586e-08,1.10701686706349e-07,1.29397624837324e-07,1.25278291518427e-07,1.5646841999839e-07,1.25278291518427e-07,1.41516803608965e-07,1.30304905976431e-07,1.28290099654649e-07,1.28463899740083e-07,1.25278291518427e-07,3.19351312505489e-07,3.86051806966492e-07,1.53795143154056e-06,1.41880983428599e-06,5.58211729728697e-07,2.93691702069054e-07,1.24844278914793e-07,1.09533536019057e-07
bus28,9.01918046913863e-08,9.01737873260089e-08,4.59841216216006e-08,6.20870208578594e-08,4.59841216216006e-08,9.01918046913863e-08,9.81885943662775e-08,1.13894167652617e-07,9.91993265309077e-08,1.39409482846631e-07,9.91993265309077e-08,1.22196516239015e-07,1.13395101530855e-07,1.12157782172773e-07,1.11889230769435e-07,9.91993265309077e-08,2.92870854012861e-07,3.63253854107626e-07,1.85493690363359e-06,1.39099713902802e-06,6.17712608841359e-07,2.81195951634672e-07,1.13678356949976e-07,1.00235300282137e-07
bus29,1.99916631471453e-07,2.04844156748152e-07,1.18535491866467e-07,1.33132824986504e-07,1.18535491866467e-07,1.99916631471453e-07,2.60957090825187e-07,5.69590709709189e-07,7.83221918210231e-07,1.86146987535274e-06,7.83221918210231e-07,1.12241164051952e-06,7.53721510315941e-07,6.33282489559406e-07,6.75377317405079e-07,7.83221918210231e-07,4.63544403683791e-06,0.799994533046188,0.799999590928175,0.799999294139243,0.799999247404183,2.50289829351047e-06,4.5672909365635e-07,2.41479386042798e-07
bus30,1.0136477059941e-05,1.09744389247268e-05,4.81406133179263e-07,6.38720346834987e-07,4.81406133179263e-07,1.0136477059941e-05,0.793393765628298,0.799999796490175,0.79999967933789,0.799999884066383,0.79999967933789,0.799999822977899,0.799999808438959,0.799999789328747,0.79999979178681,0.79999967933789,0.799999886183203,0.799999913621396,0.799999969891903,0.799999961440789,0.799999959952327,0.799999903289081,0.799999794298625,0.372693424246382
bus31,2.29742550983403e-07,2.27567038546539e-07,1.17265461341276e-07,1.37292652135912e-07,1.17265461341276e-07,2.29742550983403e-07,3.62524917418838e-07,1.35199022266441e-06,3.8975866181179e-06,0.0550405671978709,3.8975866181179e-06,4.40333310613994e-06,2.19606264240113e-06,1.73336174102978e-06,1.92052515335384e-06,3.8975866181179e-06,0.674387644293722,0.799998174037465,0.799999785868461,0.799999677396507,0.799999628666295,0.306455351756672,1.08762898087811e-06,3.14022532865721e-07
bus32,3.22699023946882e-07,3.34253447809019e-07,1.75073175512352e-07,2.19912804189093e-07,1.75073175512352e-07,3.22699023946882e-07,1.05275069883781e-06,0.225906961124422,0.799979096030573,0.799999438125933,0.799979096030573,0.659458835916452,0.471100067406555,0.331752513706789,0.402239933078704,0.799979096030573,0.799999128255453,0.799999264353274,0.799999857121257,0.799999788221158,0.799999771268593,0.799999367893587,0.0644978934207201,6.35493989875613e-07
bus33,1.04326679739586e-07,1.05591073884526e-07,5.12914994921232e-08,6.99816120608432e-08,5.12914994921232e-08,1.04326679739586e-07,1.08430281864358e-07,1.77218980157434e-07,1.70535382926218e-07,3.23212826280894e-07,1.70535382926218e-07,2.40908319293354e-07,2.06313134354374e-07,1.87639963122876e-07,1.94439791378898e-07,1.70535382926218e-07,6.13487054268447e-07,1.30077094873116e-06,0.141969208533955,0.286348252249733,4.89001774406361e-06,4.50699616738603e-07,1.67613308121872e-07,1.135809992725e-07
