Row,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
bus21,4.83254398719879e-08,4.88158518052728e-08,4.80785414813667e-08,4.87542354266068e-08,4.80785414813667e-08,4.83254398719879e-08,4.57737608927644e-08,1.00217947607284e-07,9.76288401233205e-08,9.69784316184885e-08,9.76288401233205e-08,9.83659695918959e-08,9.87050817746749e-08,9.94449149693821e-08,9.90611650486528e-08,9.76288401233205e-08,9.50150911283032e-08,9.36988222566271e-08,9.22092106003802e-08,9.17929430244158e-08,9.31179734431353e-08,9.64815097814764e-08,1.01246016903644e-07,4.67292382566598e-08
bus22,4.52650991134007e-08,4.60379584454884e-08,4.56861954933885e-08,4.64667521127282e-08,4.56861954933885e-08,4.52650991134007e-08,4.24377796237607e-08,9.67632528547924e-08,9.38862267929608e-08,9.31741523935159e-08,9.38862267929608e-08,9.46871406837246e-08,9.51085853406752e-08,9.59181479798232e-08,9.5499768426599e-08,9.38862267929608e-08,9.0944869857168e-08,8.94650321603407e-08,8.78276843474524e-08,8.73808272405796e-08,8.88533870924135e-08,9.25579691779532e-08,9.79545846657714e-08,4.35262259568248e-08
bus23,5.96355732573883e-08,5.9802043539392e-08,5.10401473308164e-08,5.32835812139254e-08,5.10401473308164e-08,5.96355732573883e-08,5.93663967984881e-08,1.20991835328432e-07,1.16982868059168e-07,1.16591645560327e-07,1.16982868059168e-07,1.1800820054475e-07,1.19238183438064e-07,1.19995198111233e-07,1.19499469541928e-07,1.16982868059168e-07,1.21148138298999e-07,1.25749131885122e-07,1.28578901748e-07,1.28382487751821e-07,1.24332783957293e-07,1.20707579931434e-07,1.17292452750384e-07,5.88634412324041e-08
bus24,1.17823223177993e-07,1.21970187061393e-07,8.99289034350659e-08,9.02571244409955e-08,8.99289034350659e-08,1.17823223177993e-07,1.3767350837135e-07,2.0223107055628e-07,2.0567000147409e-07,2.21622103557806e-07,2.0567000147409e-07,1.97410141566934e-07,1.99004995593555e-07,1.99211027562818e-07,1.97947576330293e-07,2.0567000147409e-07,3.10355000032736e-07,1.42340184483558e-06,5.63027050934917e-05,7.77403462727255e-05,1.4881056554783e-06,2.69475789793638e-07,1.56618919056051e-07,1.19206703952379e-07
bus25,1.08478873772633e-07,1.11043269468425e-07,8.11130409505978e-08,8.12402559668968e-08,8.11130409505978e-08,1.08478873772633e-07,1.32255148277416e-07,2.04749393772907e-07,2.16426296550942e-07,2.34742082438899e-07,2.16426296550942e-07,2.05734742020347e-07,2.05526442642601e-07,2.0390261001868e-07,2.03528656261831e-07,2.16426296550942e-07,3.4231826961939e-07,1.80358451795648e-06,0.373799241707998,0.963957894572648,1.90367188313001e-06,2.89411326348521e-07,1.54138638741586e-07,1.14570103515454e-07
bus26,6.75046649689648e-08,6.82255801853771e-08,5.22459125962271e-08,5.19078268146345e-08,5.22459125962271e-08,6.75046649689648e-08,6.76985263403651e-08,8.16521256163938e-08,7.37416053775419e-08,7.2461415423497e-08,7.37416053775419e-08,7.57326773515032e-08,7.84830046507423e-08,7.97403322261303e-08,7.89703811232556e-08,7.37416053775419e-08,7.2546933349571e-08,1.93039250251381e-07,2.6622309157176e-07,2.83240191745193e-07,1.98366774895042e-07,7.79545563656114e-08,7.51298192547267e-08,6.62729388034577e-08
bus27,6.74893489982509e-08,6.83592510375419e-08,5.24106554822268e-08,5.21268513908879e-08,5.24106554822268e-08,6.74893489982509e-08,6.78048464042291e-08,8.07622326792767e-08,7.38301283442766e-08,7.2063342515527e-08,7.38301283442766e-08,7.59747039724701e-08,7.73678385801446e-08,7.90771398362367e-08,7.80977926773119e-08,7.38301283442766e-08,7.29331239845976e-08,2.00629046487322e-07,2.8504158322562e-07,3.06325426469023e-07,2.07703614529819e-07,7.85153506654979e-08,7.46200068402203e-08,6.65730410798204e-08
bus28,6.4790746212573e-08,6.58874619308136e-08,5.1076714191467e-08,5.09083870614546e-08,5.1076714191467e-08,6.4790746212573e-08,6.37660091395986e-08,7.23141788672166e-08,6.65705267577366e-08,6.29062729684549e-08,6.65705267577366e-08,6.91832319210661e-08,6.61311370109274e-08,6.91682602305121e-08,6.75559491680744e-08,6.65705267577366e-08,6.47721198898665e-08,1.93924675429002e-07,3.12647936984156e-07,3.45020317760181e-07,2.07514810779408e-07,7.11989165402827e-08,6.70987876372209e-08,6.38086344872946e-08
bus29,8.68174404589084e-08,8.96767609059879e-08,6.10473327444794e-08,6.18211222214171e-08,6.10473327444794e-08,8.68174404589084e-08,1.31860994567745e-07,2.70733247376143e-07,4.43460567600695e-07,4.38560234461427e-07,4.43460567600695e-07,3.53040542577787e-07,3.12028431537215e-07,2.81018425751789e-07,2.90078527642734e-07,4.43460567600695e-07,1.56873028966942e-06,0.359171726591119,0.999999314826151,0.999999373136452,0.555180826007978,8.49548992931659e-07,1.86716637373685e-07,9.82029942919738e-08
bus30,6.11262388605649e-06,1.54092743882561e-05,1.11100468724867e-06,1.49425491979827e-07,1.1110046873597e-06,6.11262388527933e-06,0.78557249289382,0.99999989481397,0.999999805992027,0.999999769583539,0.999999805992027,0.999999831943324,0.99999988065073,0.999999887142583,0.999999882887418,0.999999805992027,0.999999904983786,0.999999945847873,0.999999965096974,0.999999966437008,0.999999948437299,0.999999911785092,0.999999762857272,0.432114418188942
bus31,9.95502555944938e-08,9.80067091926884e-08,5.89735789091606e-08,5.82435868423659e-08,5.89735789091606e-08,9.95502555944938e-08,2.11501958613525e-07,5.55979456140498e-07,1.61216423766319e-06,2.27148713027869e-06,1.61216423766319e-06,1.14006105522702e-06,6.91586581780257e-07,5.55765826693033e-07,5.92078835182086e-07,1.61216423766319e-06,0.503620283859245,0.999999077360937,0.999999658038903,0.999999675753081,0.999999293100705,0.056276178694904,3.54632155974421e-07,1.26772379260842e-07
bus32,1.37261989330284e-07,1.43711850419947e-07,7.77953190755909e-08,7.63812542103892e-08,7.77953190755909e-08,1.37261989330284e-07,6.2668829026169e-07,0.280491731440895,0.710577377708085,0.999968839644023,0.710577377708085,0.56225238598713,0.407079578653701,0.322640464622232,0.342974944611986,0.710577377708085,0.999999478520412,0.999999692325715,0.999999869947155,0.999999874394385,0.999999745462215,0.999999579791563,4.47386942625805e-06,2.07404577734494e-07
bus33,6.66859759634875e-08,6.84795974370545e-08,5.22196048624579e-08,5.28721790793441e-08,5.22196048624579e-08,6.66859759634875e-08,6.77982776586816e-08,8.48234783523694e-08,9.80713548148771e-08,1.01348543113389e-07,9.80713548148771e-08,9.10523001440566e-08,8.52353275737627e-08,8.44299828939299e-08,8.4624406149203e-08,9.80713548148771e-08,1.91002864857737e-07,4.53737122874109e-07,2.14181710644912e-06,3.41813983706363e-06,6.01911436692859e-07,1.65119867667762e-07,7.35028662379733e-08,6.67827022571288e-08
