Row,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
bus12,1.61206688331639e-07,1.64303077587746e-07,1.08728559822246e-07,9.04727065487165e-08,1.08728559822246e-07,1.61206688331639e-07,2.12620209993908e-07,4.5956496674826e-07,6.05566375155853e-07,6.12552702894398e-07,6.05566375155853e-07,5.81176036629216e-07,5.75719042106293e-07,4.71335257157257e-07,4.75716467218668e-07,6.05566375155853e-07,8.09359354980721e-07,1.00545453074474e-06,1.42050340923294e-06,1.40646527135857e-06,1.29638564605461e-06,8.25704483120582e-07,3.18534283505478e-07,1.97610670160664e-07
bus13,2.20691555141705e-07,2.32859124538187e-07,1.47225663438277e-07,1.00967139982089e-07,1.47225663438277e-07,2.20691555141705e-07,2.63720184690008e-07,8.54451385423616e-07,1.60426315520823e-06,1.64711803674056e-06,1.60426315520823e-06,1.4379889236027e-06,1.37040959491408e-06,9.56135697616212e-07,1.01526181617295e-06,1.60426315520823e-06,2.88277731630426e-06,5.39351835937563e-06,0.550660245392668,0.712905412455675,4.28203409779115e-05,3.4695971569132e-06,4.29798104772949e-07,2.66811738591777e-07
bus14,0.478878889728765,0.103899227789023,1.37678222611459e-06,7.75364283889246e-08,1.37678222611459e-06,0.478878889702491,0.999991875881233,0.999999641328554,0.999999761100281,0.999999756207733,0.999999761100281,0.999999755547629,0.999999751558314,0.999999676379447,0.999999680427909,0.999999761100281,0.999999817263316,0.999999842843616,0.999999886820206,0.999999888977912,0.999999877723316,0.999999827032623,0.999997678483209,0.999985908512051
bus15,1.77821883107221e-07,1.81775578922405e-07,1.14122520544768e-07,9.097575515149e-08,1.14122520544768e-07,1.77821883107221e-07,1.81148155697919e-07,6.96628976060154e-07,1.01092420934368e-06,1.019484265119e-06,1.01092420934368e-06,9.5299226432477e-07,9.53184455032563e-07,7.45972568716446e-07,7.65557337745193e-07,1.01092420934368e-06,1.88053576588576e-06,2.56523208119752e-06,5.86500604549123e-06,5.70613155459476e-06,5.41411832200023e-06,1.76222961145722e-06,3.89026090896749e-07,1.67887947100098e-07
bus16,2.51334909662226e-07,2.62133821204991e-07,1.53448019402092e-07,1.00846860973114e-07,1.53448019402092e-07,2.51334909662226e-07,3.45788217614995e-07,1.48023730939251e-06,3.01350240849985e-06,3.05118741728005e-06,3.01350240849985e-06,2.62405927997644e-06,2.67203536430394e-06,1.69812394335001e-06,1.86354239650743e-06,3.01350240849985e-06,4.44754969817218e-05,0.856635238601255,0.999997606774369,0.999997884222303,0.999997245499645,3.4611434623022e-05,6.26740604969811e-07,3.38213691719602e-07
bus17,3.16146076873025e-07,3.14791741562459e-07,1.66609384177896e-07,1.03893453728965e-07,1.66609384177896e-07,3.16146076873025e-07,3.91987636016999e-07,5.9430312144837e-06,0.613234776891573,0.82404008982235,0.613234776891573,0.39295260752274,0.162530131653438,7.33334218772086e-06,9.88343989360985e-06,0.613234776891573,0.999997156900514,0.999998798994565,0.999999518651174,0.99999956943897,0.999999394625408,0.999995361672569,8.76777084490854e-07,3.87684621849793e-07
bus18,1.04925758280805e-05,7.49810095168613e-06,3.38069617078496e-07,1.0333068301005e-07,3.38069617078496e-07,1.04925758227514e-05,0.547087510949534,0.999999793381988,0.999999752929396,0.999999768978654,0.999999752929396,0.999999743250706,0.999999773186214,0.999999759672028,0.999999744236344,0.999999752929396,0.999999840536643,0.999999855725115,0.999999900433706,0.999999903074883,0.999999890730872,0.999999846430719,0.999994735397571,0.177984885638569
bus19,1.38579653197191e-07,1.38437329821883e-07,1.37552910839389e-07,1.37751080653281e-07,1.37552910839389e-07,1.38579653197191e-07,1.36522721017052e-07,1.37735162053509e-07,1.37153795543021e-07,1.36883979706681e-07,1.37153795543021e-07,1.37393177390699e-07,1.37639393438249e-07,1.37519046816692e-07,1.37378782349984e-07,1.37153795543021e-07,1.34399833817689e-07,2.31489647894989e-07,2.30948385970819e-07,2.30501721487641e-07,2.31384508331267e-07,1.35812885715403e-07,1.35850073523791e-07,1.37457863980117e-07
bus20,1.19515712881935e-07,1.20000218650773e-07,1.20082123244991e-07,1.20687334570491e-07,1.20082123244991e-07,1.19515712881935e-07,1.14353436275749e-07,1.12153826448136e-07,1.09379975743451e-07,1.08633658291168e-07,1.09379975743451e-07,1.10123071328516e-07,1.10887454218833e-07,1.11394007573651e-07,1.10993214064159e-07,1.09379975743451e-07,1.04006258716538e-07,2.19328604167401e-07,2.18000558716014e-07,2.1739493827333e-07,2.1901859104112e-07,1.06508544761574e-07,1.11846924943926e-07,1.16410417194679e-07
bus21,1.14532960338032e-07,1.1515706233034e-07,1.1535924338002e-07,1.15999489902485e-07,1.1535924338002e-07,1.14532960338032e-07,1.08750692340287e-07,1.0561093788386e-07,1.02067685636698e-07,1.01157695775456e-07,1.02067685636698e-07,1.02985348915396e-07,1.03932174200239e-07,1.04651444510218e-07,1.04156086089269e-07,1.02067685636698e-07,9.62319151032176e-08,2.16229232075094e-07,2.14559299327455e-07,2.13873754151273e-07,2.1583302989292e-07,9.88014858815944e-08,1.05712940179359e-07,1.11093437449306e-07
bus22,1.1018924572781e-07,1.10938354169754e-07,1.11322841833683e-07,1.12035980825986e-07,1.11322841833683e-07,1.1018924572781e-07,1.03745281476719e-07,9.99810708668392e-08,9.62027010276145e-08,9.52925849340147e-08,9.62027010276145e-08,9.71645526259834e-08,9.81615801975977e-08,9.89568306186683e-08,9.84336295806187e-08,9.62027010276145e-08,9.05344081925108e-08,2.15493320410154e-07,2.13818310390579e-07,2.13136513882439e-07,2.15093248878695e-07,9.30750111427514e-08,1.00274696102076e-07,1.063928320999e-07
bus23,1.39411807098533e-07,1.36892536861666e-07,1.28755087702714e-07,1.28851470715396e-07,1.28755087702714e-07,1.39411807098533e-07,1.35629654174352e-07,1.44422295011992e-07,1.49075857547309e-07,1.4912030577019e-07,1.49075857547309e-07,1.48717575143564e-07,1.48351313677964e-07,1.45098033255131e-07,1.45178344679309e-07,1.49075857547309e-07,1.45860419187294e-07,2.7204226127342e-07,2.79963773164305e-07,2.78945262888186e-07,2.74328957550196e-07,1.49681480987596e-07,1.36928990368546e-07,1.37957994472693e-07
bus24,3.65659074130775e-07,3.63350583509892e-07,3.15644938075899e-07,2.77279208371617e-07,3.15644938075899e-07,3.65659074130775e-07,3.4986919794644e-07,4.95503831410282e-07,5.81388198361843e-07,5.67760966685427e-07,5.81388198361843e-07,5.84187704766315e-07,5.87023607834247e-07,5.02403293523024e-07,4.98606800292123e-07,5.81388198361843e-07,6.1835207787464e-07,6.98254601028125e-07,8.68907319429013e-07,8.67713191854413e-07,7.11640779971212e-07,6.76445594760544e-07,3.98617048147365e-07,3.69071371020269e-07
bus25,3.80660656551512e-07,3.84487617077767e-07,3.35118171546078e-07,2.8899907511537e-07,3.35118171546078e-07,3.80660656551512e-07,3.71715027758235e-07,5.14732078293889e-07,6.06077168896491e-07,5.91170927100038e-07,6.06077168896491e-07,6.09111484251024e-07,6.11810221595732e-07,5.2233548242242e-07,5.19626129458217e-07,6.06077168896491e-07,6.51860158407125e-07,7.16707553527485e-07,9.27929143412776e-07,9.29964808493722e-07,7.36874264384291e-07,6.94397693679072e-07,4.27686972614971e-07,3.90323608545629e-07
bus26,8.25205922483363e-08,8.19958504427731e-08,7.24128010887171e-08,7.18775743369093e-08,7.24128010887171e-08,8.25205922483363e-08,8.47830505801284e-08,2.00808725647761e-07,2.26625000543379e-07,2.27600199131928e-07,2.26625000543379e-07,2.23925856857043e-07,2.21113680143326e-07,2.04843277562539e-07,2.05618262638652e-07,2.26625000543379e-07,2.2454436732211e-07,2.44016506556477e-07,2.86993435127947e-07,2.9128198975048e-07,2.52047707371972e-07,2.28505704136239e-07,9.03992923850794e-08,8.27178299189768e-08
bus27,8.22069553541027e-08,8.15655932795423e-08,7.19901069867745e-08,7.14736773099744e-08,7.19901069867745e-08,8.22069553541027e-08,8.52026162956321e-08,2.02100964408203e-07,2.3000258209116e-07,2.31114107851482e-07,2.3000258209116e-07,2.27120176221618e-07,2.24164369955204e-07,2.06351724374443e-07,2.07048705069823e-07,2.3000258209116e-07,2.27208662439971e-07,2.4794622399682e-07,2.96319190740135e-07,3.01079616682465e-07,2.55174200436414e-07,2.31028662756039e-07,9.16081427382309e-08,8.26448528501444e-08
bus28,8.27442219186736e-08,8.1005718910454e-08,7.11233522077137e-08,7.05097199515947e-08,7.11233522077137e-08,8.27442219186736e-08,8.69448243401294e-08,2.00334923317058e-07,2.32436995428742e-07,2.34294071588259e-07,2.32436995428742e-07,2.292147405214e-07,2.26114103440977e-07,2.04111780588434e-07,2.04285649396674e-07,2.32436995428742e-07,2.2956710621358e-07,2.53527132954012e-07,3.14001285084409e-07,3.19050269204091e-07,2.56517658447919e-07,2.32099273800301e-07,9.48257342647807e-08,8.28907089633901e-08
bus29,2.16650138051833e-07,2.24118844371901e-07,1.77214797392189e-07,1.34278287822198e-07,1.77214797392189e-07,2.16650138051833e-07,2.02373429569747e-07,4.46243513252398e-07,6.63321752969459e-07,6.98074768323842e-07,6.63321752969459e-07,6.70414641912309e-07,6.75853373155455e-07,4.84738291173237e-07,4.77144851740441e-07,6.63321752969459e-07,7.2229050085415e-07,7.39091704282657e-07,1.45654630911984e-06,1.57235568798431e-06,6.68804358339159e-07,7.60297368507246e-07,1.99528632394141e-07,2.23725059367297e-07
bus30,1.62966028727229e-05,1.52309593003386e-05,1.69700025143271e-07,1.70328614723658e-06,1.69700025143271e-07,1.62966028717237e-05,0.534749501945571,0.99999959574724,0.999999800875405,0.999999796190309,0.999999800875405,0.999999804263844,0.999999801875376,0.999999577305006,0.999999535630023,0.999999800875405,0.999999788483844,0.99999982155245,0.999999894685255,0.999999890275357,0.999999813960786,0.999999799579314,0.855797538980521,0.314022534473394
bus31,2.00088025703593e-07,2.19998438910629e-07,1.73956024474009e-07,1.22410714342713e-07,1.73956024474009e-07,2.00088025703593e-07,3.86977823008117e-07,6.01558213020326e-07,1.00214888365535e-06,1.05832338836986e-06,1.00214888365535e-06,9.85855872492891e-07,1.07256717629678e-06,6.7756814015052e-07,6.08284951075788e-07,1.00214888365535e-06,1.17422089918051e-06,2.09783708304823e-06,0.221991851495892,0.309824149958896,3.19837276208101e-06,1.17316855785532e-06,5.67655979444304e-07,3.68922848603681e-07
bus32,4.45866809029027e-07,4.52829241548436e-07,2.93702547171648e-07,1.5375088491254e-07,2.93702547171648e-07,4.45866809029027e-07,9.76393481733062e-07,1.26159995805786e-06,0.239239588507253,0.348894620115521,0.239239588507253,0.124633392656556,0.00473005776505353,2.01586714188018e-06,2.67000666009931e-06,0.239239588507253,0.513117475820533,0.888894159626947,0.99999918990853,0.999999152988436,0.986348921970229,0.455840842582634,1.13511567834124e-06,7.31480423232789e-07
bus33,8.93640015320329e-08,8.60869826535549e-08,7.17475473477336e-08,7.01827439497649e-08,7.17475473477336e-08,8.93640015320329e-08,9.24209503372353e-08,2.295040252287e-07,2.86551045558525e-07,2.94415643309343e-07,2.86551045558525e-07,2.80200061264502e-07,2.79333576269636e-07,2.31108056913953e-07,2.28041505012655e-07,2.86551045558525e-07,2.55157552198071e-07,2.61231307585597e-07,3.48613166001321e-07,3.48394138205421e-07,2.49813177699565e-07,2.71515952832146e-07,1.00180652662374e-07,8.80535402369986e-08
