Row,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
bus12,1.37262038180097e-07,1.35609292906125e-07,8.63866458367113e-08,8.33674365097181e-08,8.63866458367113e-08,1.37262038180097e-07,2.1227479130026e-07,5.24540317847766e-07,8.94698992892629e-07,9.02635413968511e-07,8.94698992892629e-07,8.90701467470834e-07,8.56254770864595e-07,8.00784571985957e-07,8.79764911809744e-07,8.94698992892629e-07,1.21132890962272e-06,0.231207324236922,0.799999229504106,0.799999434966716,0.469731670183672,1.36512783144305e-06,3.67194652461933e-07,1.65455555700689e-07
bus13,1.8816718339032e-07,1.8564981041358e-07,9.95752758026214e-08,9.42770463918663e-08,9.9575276024666e-08,1.8816718339032e-07,3.3804294785611e-07,1.14616154545111e-06,2.77657375646889e-06,3.15785903559629e-06,2.77657375646889e-06,3.12768224808302e-06,3.01169855809746e-06,2.76377795294103e-06,3.21216514698186e-06,2.77657375646889e-06,0.683639905299111,0.799999319153171,0.799999765665625,0.799999804543107,0.79999937205107,5.16411860571608e-05,9.6559410933672e-07,2.43945667888212e-07
bus14,0.478889215438894,0.103890912221363,2.53448587006488e-07,7.94493568712085e-08,2.53448587006488e-07,0.478889215472104,0.799995195601632,0.799999722113305,0.799999830497837,0.799999834203954,0.799999830497837,0.79999983054965,0.799999828017434,0.799999827647175,0.799999827844829,0.799999830497837,0.799999885032181,0.79999993297466,0.799999959437719,0.799999962151309,0.799999933561507,0.79999988047209,0.799999784963986,0.799982298534911
bus15,1.48327158111528e-07,1.45505822279901e-07,8.55616923978175e-08,8.20203667206698e-08,8.55616923978175e-08,1.48327158111528e-07,3.36968972058926e-07,8.28908031547115e-07,1.82017815819613e-06,1.87706822063483e-06,1.82017815819613e-06,1.91623243384065e-06,1.82755028088621e-06,1.64105126976288e-06,1.89904940661734e-06,1.82017815819613e-06,5.5542520156493e-06,0.799998900431548,0.799999756043449,0.799999800255375,0.799999072429206,4.90784186069071e-06,7.72464633591596e-07,1.91989248943258e-07
bus16,2.20315321097786e-07,2.15744180742661e-07,1.04405368350768e-07,9.74800546948984e-08,1.04405368350768e-07,2.20315321097786e-07,5.30357680439408e-07,2.36878830861542e-06,0.262784277849189,0.510568488950923,0.262784277849189,0.00383736082195485,4.06477267271832e-05,3.5660686485306e-05,3.92313602133321e-05,0.262784277849189,0.799998291153339,0.799999642644058,0.79999984300531,0.799999868294158,0.799999630348879,0.799998150268682,7.92566451135457e-07,3.27939895683471e-07
bus17,2.68451404883407e-07,2.69374216044227e-07,1.1449835013444e-07,1.0559626728579e-07,1.1449835013444e-07,2.68451404883407e-07,7.14570101756351e-07,0.596167414231685,0.799998621228416,0.799998651232218,0.799998621228416,0.799998603051015,0.799998075823936,0.799998532437978,0.799997581804312,0.799998621228416,0.799999496459543,0.799999794043964,0.799999886945836,0.799999900690159,0.7999997783396,0.799999458876484,7.91193809290824e-06,3.95780306972071e-07
bus18,8.2426207430597e-06,1.29510245969744e-05,8.82961964654427e-07,5.23479001923732e-07,8.82961964876472e-07,8.24262073262361e-06,0.743631847151826,0.799999733546196,0.799999846420251,0.799999856209466,0.799999846420251,0.799999840643392,0.799999835938784,0.799999837884253,0.799999839561667,0.799999846420251,0.799999898414259,0.79999992431398,0.7999999533469,0.799999957986168,0.799999923089683,0.799999898480254,0.799999672019108,0.374390487065069
bus19,1.42001284952897e-07,1.42193660845891e-07,1.40906755374814e-07,1.41172685097501e-07,1.40906755374814e-07,1.42001284952897e-07,1.40729263131689e-07,1.41611355974902e-07,1.41197013858729e-07,1.41057305835801e-07,1.41197013858729e-07,1.41364883132766e-07,1.41527003671982e-07,1.41697500621873e-07,1.41652032326078e-07,1.41197013858729e-07,1.40169716278393e-07,1.91470213239953e-07,1.92214738570229e-07,1.92312221480861e-07,1.91933509308129e-07,1.40600215914333e-07,1.40504466061842e-07,1.41242940454589e-07
bus20,1.24884019792049e-07,1.25546302465196e-07,1.25183227117631e-07,1.25734850531245e-07,1.25183227117631e-07,1.24884019792049e-07,1.20504064282656e-07,1.18760133283047e-07,1.16222321322468e-07,1.15581275883514e-07,1.16222321322468e-07,1.16893469792601e-07,1.1756495421622e-07,1.18256974657172e-07,1.17935262222701e-07,1.16222321322468e-07,1.11103959810066e-07,1.82581560981276e-07,1.82579816820905e-07,1.82477411181381e-07,1.8284431724247e-07,1.13509408539159e-07,1.18484790201379e-07,1.22241383904154e-07
bus21,1.20288753846509e-07,1.21092201599282e-07,1.20967988292975e-07,1.21595051361112e-07,1.20967988292975e-07,1.20288753846509e-07,1.15161437275191e-07,1.12366310478507e-07,1.08155586708847e-07,1.07111880254251e-07,1.08155586708847e-07,1.0923292093068e-07,1.10315273804673e-07,1.1142438838263e-07,1.10889145865656e-07,1.08155586708847e-07,1.03984578947447e-07,1.80128270965696e-07,1.79852213788578e-07,1.79678687706186e-07,1.80317032194566e-07,1.05551186679875e-07,1.12735760060545e-07,1.17187983761369e-07
bus22,1.16245193249043e-07,1.17141400801657e-07,1.1720703030349e-07,1.178902160337e-07,1.1720703030349e-07,1.16245193249043e-07,1.10475754100392e-07,1.06858384363306e-07,1.04030057013205e-07,1.0330698096972e-07,1.04030057013205e-07,1.04774747988756e-07,1.05513241921429e-07,1.06268393418318e-07,1.05908643188712e-07,1.04030057013205e-07,9.98976386057393e-08,1.78653131399642e-07,1.78237916204083e-07,1.78029375241806e-07,1.78801997430256e-07,1.01702899435452e-07,1.06991430381953e-07,1.12814547037488e-07
bus23,1.40023861838756e-07,1.39568455015393e-07,1.30030636480427e-07,1.30711990120602e-07,1.30030636480427e-07,1.40023861838756e-07,1.39051238079446e-07,1.46134424561239e-07,1.48483340511874e-07,1.48735364691177e-07,1.48483340511874e-07,1.48423895396377e-07,1.48290254742278e-07,1.48187029092028e-07,1.4853168850415e-07,1.48483340511874e-07,1.49639076685304e-07,2.20979759602002e-07,2.35039068430254e-07,2.37945311676313e-07,2.2689262824116e-07,1.48620701079238e-07,1.41909414441699e-07,1.39615644600966e-07
bus24,2.88716688334745e-07,2.92437055904315e-07,2.15609130327366e-07,2.32428979174415e-07,2.15609130327366e-07,2.88716688334745e-07,3.0423919095135e-07,4.54891402323909e-07,5.01107018546776e-07,5.08509959917802e-07,5.01107018546776e-07,5.04069494366988e-07,5.0728261369315e-07,5.08195933779376e-07,5.1875940521029e-07,5.01107018546776e-07,7.17655625592784e-07,8.55175662284324e-07,2.15939293246592e-06,2.49561137044552e-06,1.17354642537038e-06,6.55222207601724e-07,3.25737875339627e-07,2.95671488848015e-07
bus25,3.01159337023904e-07,3.0675389162127e-07,2.26239619927071e-07,2.42745762824015e-07,2.26239619927071e-07,3.01159337023904e-07,3.24003417873087e-07,4.82808260482415e-07,5.30116147423598e-07,5.39772979424313e-07,5.30116147423598e-07,5.34559375653387e-07,5.38930467586241e-07,5.4037913810312e-07,5.51661800463066e-07,5.30116147423598e-07,7.4073269717978e-07,9.00132895109707e-07,2.51356828084859e-06,2.92145134395128e-06,1.26367512498504e-06,6.83816453461716e-07,3.49637385044232e-07,3.11922713436275e-07
bus26,8.86047089032616e-08,8.82759847442571e-08,7.83875497845088e-08,7.77912929628144e-08,7.83875497845088e-08,8.86047089032616e-08,9.0073189795703e-08,1.7107694150198e-07,1.81373001062468e-07,1.83541359444206e-07,1.81373001062468e-07,1.80241871650111e-07,1.79002215050517e-07,1.78157491426134e-07,1.79528701682585e-07,1.81373001062468e-07,2.03225310135835e-07,2.28894825093917e-07,3.03538920887192e-07,3.22296001886713e-07,2.57771984868427e-07,1.89469214095794e-07,9.9071605808021e-08,8.83023432152186e-08
bus27,8.80590502738698e-08,8.76304504515701e-08,7.78813979973592e-08,7.72662887005282e-08,7.78813979973592e-08,8.80590502738698e-08,8.9133530334351e-08,1.72216312099849e-07,1.83179383217436e-07,1.85526048968043e-07,1.83179383217436e-07,1.81755865691358e-07,1.80108131742074e-07,1.7907611171708e-07,1.8047561534118e-07,1.83179383217436e-07,2.07307759847453e-07,2.32031064362204e-07,3.09688839905675e-07,3.29076392580063e-07,2.66306098728464e-07,1.90947823552889e-07,9.87758579373832e-08,8.79779680218462e-08
bus28,8.69753356003145e-08,8.59478794801305e-08,7.67430978765304e-08,7.59766565217035e-08,7.67430978765304e-08,8.69753356003145e-08,8.73422121294709e-08,1.70881903294173e-07,1.82599168674358e-07,1.85632049287676e-07,1.82599168674358e-07,1.80341238387172e-07,1.78092642855177e-07,1.76125269701899e-07,1.77694430503195e-07,1.82599168674358e-07,2.13287873807033e-07,2.3099758039713e-07,3.13856053590911e-07,3.36860400240724e-07,2.83691517388718e-07,1.88243483467687e-07,9.74672076381466e-08,8.56884612154829e-08
bus29,1.70399670151866e-07,1.6906470245992e-07,1.19277799859319e-07,1.21635978844736e-07,1.19277799859319e-07,1.70399670151866e-07,1.94553495092009e-07,5.58253344440374e-07,5.77497872855659e-07,6.07353170423153e-07,5.77497872855659e-07,5.81257910692301e-07,5.93237802437585e-07,5.96254345230918e-07,6.03507779528556e-07,5.77497872855659e-07,9.74972434342192e-07,4.74777432302176e-06,0.446843666883744,0.574801371585527,0.0256469586073937,6.10524733879458e-07,2.52444170900645e-07,1.81760397621744e-07
bus30,1.1551195715942e-05,2.35995254231902e-05,2.76666834753136e-06,1.16890883061771e-06,2.76666834797545e-06,1.15511957166081e-05,0.542827588871862,0.799999824976169,0.799999845244961,0.799999851443747,0.799999845244961,0.799999839863577,0.79999983515912,0.799999833379378,0.799999835870355,0.799999845244961,0.799999911004452,0.799999895452671,0.799999939974159,0.799999943657341,0.799999940355093,0.799999850869119,0.799999479535083,0.322069666031197
bus31,1.77952151680927e-07,1.79428033542095e-07,1.22574252525709e-07,1.25567886755107e-07,1.22574252525709e-07,1.77952151680927e-07,3.91515936337683e-07,7.15336148537915e-07,1.00653506729387e-06,1.41651583129843e-06,1.00653506729387e-06,8.52792368499777e-07,7.64285928100961e-07,7.18065971128112e-07,7.37313410326124e-07,1.00653506729387e-06,0.150066753155022,0.722933414635308,0.799998892625661,0.799999152883854,0.799998947640678,2.69191747448438e-06,4.91347200926029e-07,3.45583739402855e-07
bus32,3.68944159667706e-07,3.89627394570269e-07,2.34888972716618e-07,2.48698242000245e-07,2.34888972716618e-07,3.68944159667706e-07,5.31780346202382e-07,0.142438437499274,0.426042975518423,0.532434933638947,0.426042975518423,0.314849948912802,0.284851666602667,0.254711655912504,0.269959308614713,0.426042975518423,0.799999314700725,0.799998943142642,0.79999965348383,0.799999703782066,0.799999677118743,0.753128495072313,3.43424808635362e-06,4.27252304646686e-07
bus33,8.90616176363324e-08,8.74478924828281e-08,7.62713268098736e-08,7.4868753197066e-08,7.62713268098736e-08,8.90616176363324e-08,9.20469045428973e-08,2.13033148455111e-07,2.29253577233024e-07,2.39522928602298e-07,2.29253577233024e-07,2.24309707475001e-07,2.19468715867421e-07,2.15068156839138e-07,2.16933212948689e-07,2.29253577233024e-07,2.97215134947848e-07,2.96995140924849e-07,5.47721687782499e-07,6.7035865303211e-07,4.83428689301846e-07,2.29893393211e-07,1.07086253198219e-07,8.97398597654586e-08
